experiment,intervention_class,dataset,task,model,optimizer,weight_decay,seed,representation,split_fingerprint,regularizer,rank,effective_rank,sigma_max,sigma_min_nonzero,condition_number,log_condition_number,trace_cov,logdet_nonzero_cov,max_variance,min_nonzero_variance,target_kappa,realized_block_kappa_mean,realized_block_kappa_max,categorical_cardinalities,categorical_entropy_mean,transform_seed,input_features,parameters,best_epoch,train_loss,val_loss,test_loss,val_metric,test_metric,first_gradient_norm,first_weight_norm,first_update_ratio,train_seconds
categorical_kappa,A,diamond,regression,mlp,AdamW,0.0001,1,categorical_kappa_10,ae5eda1e4664e699,standard,23,10.15189302792857,3.228889607130318,0.06169497647305086,52.336345545746944,1.7188033941784098,53.800856349427406,-14.356015072097032,8.638342653065433,0.0,10.0,9.999999999999995,10.0,5;7;8,1.6993689965665926,41000,23,137985,30,0.02145032025873661,0.02376032993197441,0.02433033473789692,0.1537812628008952,0.15561492304417968,0.09943842142820358,9.135043144226074,0.00829624105244875,7.260221394011751
categorical_kappa,A,diamond,regression,mlp,AdamW,0.0001,2,categorical_kappa_10,ae5eda1e4664e699,standard,23,10.15189302792857,3.228889607130318,0.06169497647305086,52.336345545746944,1.7188033941784098,53.800856349427406,-14.356015072097032,8.638342653065433,0.0,10.0,9.999999999999995,10.0,5;7;8,1.6993689965665926,41000,23,137985,34,0.021105950698256493,0.02340882644057274,0.024019500240683556,0.1526395307457289,0.1546176895707534,0.09223861992359161,9.317625999450684,0.008321208879351616,8.027437770972028
categorical_kappa,A,diamond,regression,mlp,AdamW,0.0001,3,categorical_kappa_10,ae5eda1e4664e699,standard,23,10.15189302792857,3.228889607130318,0.06169497647305086,52.336345545746944,1.7188033941784098,53.800856349427406,-14.356015072097032,8.638342653065433,0.0,10.0,9.999999999999995,10.0,5;7;8,1.6993689965665926,41000,23,137985,36,0.02122734673321247,0.0237444918602705,0.023850977420806885,0.1537300044562615,0.154074333278305,0.07046258449554443,9.447553634643555,0.00829122494906187,7.8665590970776975
categorical_kappa,A,diamond,regression,mlp,AdamW,0.0001,4,categorical_kappa_10,ae5eda1e4664e699,standard,23,10.15189302792857,3.228889607130318,0.06169497647305086,52.336345545746944,1.7188033941784098,53.800856349427406,-14.356015072097032,8.638342653065433,0.0,10.0,9.999999999999995,10.0,5;7;8,1.6993689965665926,41000,23,137985,37,0.02130061201751232,0.02397882007062435,0.023907573893666267,0.1544867042823057,0.15425702289466336,0.09122857451438904,9.402264595031738,0.0083504943177104,8.03893677983433
categorical_kappa,A,diamond,regression,mlp,AdamW,0.0001,0,categorical_kappa_30,ae5eda1e4664e699,standard,23,6.9815361820967565,5.538683461957225,0.06169022838387823,89.78218442460286,1.9531901676952865,123.98203632615078,-14.356015274832064,25.69629818326333,0.0,30.0,29.999999999999986,29.999999999999993,5;7;8,1.6993689965665926,41000,23,137985,40,0.02037714421749115,0.022907163947820663,0.02351710945367813,0.1509951012068651,0.15299215485672413,0.10386162996292114,9.528593063354492,0.008362073451280594,8.090144214918837
categorical_kappa,A,diamond,regression,mlp,AdamW,0.0001,1,categorical_kappa_30,ae5eda1e4664e699,standard,23,6.9815361820967565,5.538683461957225,0.06169022838387823,89.78218442460286,1.9531901676952865,123.98203632615078,-14.356015274832064,25.69629818326333,0.0,30.0,29.999999999999986,29.999999999999993,5;7;8,1.6993689965665926,41000,23,137985,30,0.021884256973862648,0.023865148425102234,0.024874798953533173,0.15412009116252268,0.157346467983146,0.11896756291389465,9.460639953613281,0.008295919746160507,7.328477426897734
categorical_kappa,A,diamond,regression,mlp,AdamW,0.0001,2,categorical_kappa_30,ae5eda1e4664e699,standard,23,6.9815361820967565,5.538683461957225,0.06169022838387823,89.78218442460286,1.9531901676952865,123.98203632615078,-14.356015274832064,25.69629818326333,0.0,30.0,29.999999999999986,29.999999999999993,5;7;8,1.6993689965665926,41000,23,137985,25,0.023068998008966446,0.025423036888241768,0.025953641161322594,0.1590709663863361,0.16072238299653918,0.10618998110294342,9.45519733428955,0.008322429843246937,6.241863181814551
categorical_kappa,A,diamond,regression,mlp,AdamW,0.0001,3,categorical_kappa_30,ae5eda1e4664e699,standard,23,6.9815361820967565,5.538683461957225,0.06169022838387823,89.78218442460286,1.9531901676952865,123.98203632615078,-14.356015274832064,25.69629818326333,0.0,30.0,29.999999999999986,29.999999999999993,5;7;8,1.6993689965665926,41000,23,137985,36,0.02134588360786438,0.02365761622786522,0.023996403440833092,0.15344851467794385,0.15454332929237236,0.08529660105705261,9.681853294372559,0.008292673155665398,7.695077005075291
categorical_kappa,A,diamond,regression,mlp,AdamW,0.0001,4,categorical_kappa_30,ae5eda1e4664e699,standard,23,6.9815361820967565,5.538683461957225,0.06169022838387823,89.78218442460286,1.9531901676952865,123.98203632615078,-14.356015274832064,25.69629818326333,0.0,30.0,29.999999999999986,29.999999999999993,5;7;8,1.6993689965665926,41000,23,137985,37,0.02050546184182167,0.02325364761054516,0.02328738197684288,0.15213275994810171,0.15224306647860697,0.11254345625638962,9.558330535888672,0.008351502940058708,7.649941328912973
categorical_kappa,A,diamond,regression,mlp,AdamW,0.0001,0,categorical_kappa_100,ae5eda1e4664e699,standard,23,5.156817492517792,10.089107085941588,0.061653777746882646,163.641344531426,2.2138930391481413,357.1153721620043,-14.356014100308503,85.39457340520576,0.0,100.0,100.00000000000027,100.00000000000092,5;7;8,1.6993689965665926,41000,23,137985,40,0.021191179752349854,0.023920176550745964,0.024702489376068115,0.1542976817034143,0.15680053985380038,0.15898360311985016,10.149043083190918,0.008362305350601673,8.347705682041124
categorical_kappa,A,diamond,regression,mlp,AdamW,0.0001,1,categorical_kappa_100,ae5eda1e4664e699,standard,23,5.156817492517792,10.089107085941588,0.061653777746882646,163.641344531426,2.2138930391481413,357.1153721620043,-14.356014100308503,85.39457340520576,0.0,100.0,100.00000000000027,100.00000000000092,5;7;8,1.6993689965665926,41000,23,137985,30,0.0227219108492136,0.024740444496273994,0.026067033410072327,0.15692095533858375,0.16107310424555266,0.17778410017490387,9.952527046203613,0.008296622894704342,8.246009500930086
categorical_kappa,A,diamond,regression,mlp,AdamW,0.0001,2,categorical_kappa_100,ae5eda1e4664e699,standard,23,5.156817492517792,10.089107085941588,0.061653777746882646,163.641344531426,2.2138930391481413,357.1153721620043,-14.356014100308503,85.39457340520576,0.0,100.0,100.00000000000027,100.00000000000092,5;7;8,1.6993689965665926,41000,23,137985,39,0.021289970725774765,0.024016333743929863,0.024317791685461998,0.15460750628592912,0.15557481428147035,0.15326818823814392,10.131426811218262,0.00832334440201521,8.59967230190523
categorical_kappa,A,diamond,regression,mlp,AdamW,0.0001,3,categorical_kappa_100,ae5eda1e4664e699,standard,23,5.156817492517792,10.089107085941588,0.061653777746882646,163.641344531426,2.2138930391481413,357.1153721620043,-14.356014100308503,85.39457340520576,0.0,100.0,100.00000000000027,100.00000000000092,5;7;8,1.6993689965665926,41000,23,137985,30,0.022533994168043137,0.024506429210305214,0.025396492332220078,0.15617705523258874,0.15898789456794482,0.13207921385765076,10.090121269226074,0.008292936719954014,8.051050543086603
categorical_kappa,A,diamond,regression,mlp,AdamW,0.0001,4,categorical_kappa_100,ae5eda1e4664e699,standard,23,5.156817492517792,10.089107085941588,0.061653777746882646,163.641344531426,2.2138930391481413,357.1153721620043,-14.356014100308503,85.39457340520576,0.0,100.0,100.00000000000027,100.00000000000092,5;7;8,1.6993689965665926,41000,23,137985,17,0.025328267365694046,0.026761677116155624,0.027423398569226265,0.16320515703335214,0.16521058030270908,0.17696015536785126,9.74586296081543,0.008352085947990417,5.197267087176442
categorical_kappa,A,diamond,regression,mlp,AdamW,0.0001,0,categorical_kappa_300,ae5eda1e4664e699,standard,23,4.312639861362603,17.464356382700135,0.04538296023560353,384.82188671771826,2.585259764536308,999.6124980999942,-14.356011101926661,255.92320438705303,0.0,300.0,299.9999999999991,300.0000000000004,5;7;8,1.6993689965665926,41000,23,137985,40,0.021738290786743164,0.023975728079676628,0.024492444470524788,0.15447674398911992,0.15613248663710966,0.3125055730342865,10.778189659118652,0.008362669497728348,8.532981474883854
categorical_kappa,A,diamond,regression,mlp,AdamW,0.0001,1,categorical_kappa_300,ae5eda1e4664e699,standard,23,4.312639861362603,17.464356382700135,0.04538296023560353,384.82188671771826,2.585259764536308,999.6124980999942,-14.356011101926661,255.92320438705303,0.0,300.0,299.9999999999991,300.0000000000004,5;7;8,1.6993689965665926,41000,23,137985,37,0.022348277270793915,0.025143209844827652,0.02510005794465542,0.15819310777004691,0.1580573058622079,0.36792442202568054,10.758001327514648,0.008297051303088665,8.63311774795875
categorical_kappa,A,diamond,regression,mlp,AdamW,0.0001,2,categorical_kappa_300,ae5eda1e4664e699,standard,23,4.312639861362603,17.464356382700135,0.04538296023560353,384.82188671771826,2.585259764536308,999.6124980999942,-14.356011101926661,255.92320438705303,0.0,300.0,299.9999999999991,300.0000000000004,5;7;8,1.6993689965665926,41000,23,137985,38,0.02282571792602539,0.02617272175848484,0.02606196142733097,0.16139929641433248,0.16105742050031235,0.2922223210334778,10.781583786010742,0.00832357443869114,9.387340338900685
categorical_kappa,A,diamond,regression,mlp,AdamW,0.0001,3,categorical_kappa_300,ae5eda1e4664e699,standard,23,4.312639861362603,17.464356382700135,0.04538296023560353,384.82188671771826,2.585259764536308,999.6124980999942,-14.356011101926661,255.92320438705303,0.0,300.0,299.9999999999991,300.0000000000004,5;7;8,1.6993689965665926,41000,23,137985,30,0.0230482816696167,0.025055954232811928,0.025808196514844894,0.15791838207143005,0.16027140470686163,0.24266307055950165,10.672673225402832,0.0082930913195014,8.125858866842464
categorical_kappa,A,diamond,regression,mlp,AdamW,0.0001,4,categorical_kappa_300,ae5eda1e4664e699,standard,23,4.312639861362603,17.464356382700135,0.04538296023560353,384.82188671771826,2.585259764536308,999.6124980999942,-14.356011101926661,255.92320438705303,0.0,300.0,299.9999999999991,300.0000000000004,5;7;8,1.6993689965665926,41000,23,137985,35,0.022492846474051476,0.02464706264436245,0.025819839909672737,0.15662453998659664,0.16030754421840587,0.33907240629196167,10.529234886169434,0.008352181874215603,8.839701222022995
categorical_kappa,A,diamond,regression,mlp,AdamW,0.0001,0,categorical_kappa_1000,ae5eda1e4664e699,standard,23,3.810278480875492,31.878590622430995,0.02488492701322252,1281.0401495448396,3.1075627413391644,3194.51532219792,-14.356013526745466,852.68552423937,0.0,1000.0,999.9999999999973,1000.0000000000123,5;7;8,1.6993689965665926,41000,23,137985,32,0.02466142550110817,0.026877708733081818,0.02611125074326992,0.16355858391424594,0.1612096494588533,0.8830153942108154,11.675344467163086,0.008362795226275921,8.536547514144331
categorical_kappa,A,diamond,regression,mlp,AdamW,0.0001,1,categorical_kappa_1000,ae5eda1e4664e699,standard,23,3.810278480875492,31.878590622430995,0.02488492701322252,1281.0401495448396,3.1075627413391644,3194.51532219792,-14.356013526745466,852.68552423937,0.0,1000.0,999.9999999999973,1000.0000000000123,5;7;8,1.6993689965665926,41000,23,137985,30,0.02592899277806282,0.02765333466231823,0.027963586151599884,0.16590175031925636,0.16682979692031452,1.2381062507629395,11.413795471191406,0.008296934887766838,8.225157408043742
categorical_kappa,A,diamond,regression,mlp,AdamW,0.0001,2,categorical_kappa_1000,ae5eda1e4664e699,standard,23,3.810278480875492,31.878590622430995,0.02488492701322252,1281.0401495448396,3.1075627413391644,3194.51532219792,-14.356013526745466,852.68552423937,0.0,1000.0,999.9999999999973,1000.0000000000123,5;7;8,1.6993689965665926,41000,23,137985,37,0.025298142805695534,0.027174370363354683,0.027938641607761383,0.1644587416943839,0.16675537717749656,0.8149604797363281,11.899755477905273,0.00832363311201334,8.243374950950965
categorical_kappa,A,diamond,regression,mlp,AdamW,0.0001,3,categorical_kappa_1000,ae5eda1e4664e699,standard,23,3.810278480875492,31.878590622430995,0.02488492701322252,1281.0401495448396,3.1075627413391644,3194.51532219792,-14.356013526745466,852.68552423937,0.0,1000.0,999.9999999999973,1000.0000000000123,5;7;8,1.6993689965665926,41000,23,137985,30,0.024605996906757355,0.026258818805217743,0.02680966444313526,0.16166455240136823,0.16335140981598162,0.5658702254295349,11.598298072814941,0.00829328503459692,7.770144024165347
categorical_kappa,A,diamond,regression,mlp,AdamW,0.0001,4,categorical_kappa_1000,ae5eda1e4664e699,standard,23,3.810278480875492,31.878590622430995,0.02488492701322252,1281.0401495448396,3.1075627413391644,3194.51532219792,-14.356013526745466,852.68552423937,0.0,1000.0,999.9999999999973,1000.0000000000123,5;7;8,1.6993689965665926,41000,23,137985,24,0.026140009984374046,0.028241543099284172,0.027606962248682976,0.16765688777357468,0.1657625886707308,0.8532238006591797,11.044479370117188,0.008352378383278847,6.863497021840885
categorical_kappa,A,diamond,regression,mlp,AdamW,0.0001,0,categorical_kappa_3000,ae5eda1e4664e699,standard,23,3.543467130391703,55.21170391789218,0.014371426441353878,3841.7692316901907,3.5845312740047093,9371.101148532089,-14.355985211331255,2557.5922361589155,0.0,3000.0,3000.0000000000036,3000.000000000071,5;7;8,1.6993689965665926,41000,23,137985,37,0.026384342461824417,0.028936045244336128,0.02812005765736103,0.16970583901076441,0.16729590890919077,2.5829267501831055,13.244966506958008,0.008362901397049427,8.43143987795338
categorical_kappa,A,diamond,regression,mlp,AdamW,0.0001,1,categorical_kappa_3000,ae5eda1e4664e699,standard,23,3.543467130391703,55.21170391789218,0.014371426441353878,3841.7692316901907,3.5845312740047093,9371.101148532089,-14.355985211331255,2557.5922361589155,0.0,3000.0,3000.0000000000036,3000.000000000071,5;7;8,1.6993689965665926,41000,23,137985,22,0.03275882080197334,0.03487222269177437,0.033640384674072266,0.1863017835796832,0.18298170567256733,3.9259400367736816,12.596755981445312,0.008297267369925976,6.117767748888582
categorical_kappa,A,diamond,regression,mlp,AdamW,0.0001,2,categorical_kappa_3000,ae5eda1e4664e699,standard,23,3.543467130391703,55.21170391789218,0.014371426441353878,3841.7692316901907,3.5845312740047093,9371.101148532089,-14.355985211331255,2557.5922361589155,0.0,3000.0,3000.0000000000036,3000.000000000071,5;7;8,1.6993689965665926,41000,23,137985,30,0.028583968058228493,0.031150609254837036,0.029753154143691063,0.17608018879191878,0.17208527872230217,2.3241326808929443,13.263660430908203,0.008323769085109234,8.457855420885608
categorical_kappa,A,diamond,regression,mlp,AdamW,0.0001,3,categorical_kappa_3000,ae5eda1e4664e699,standard,23,3.543467130391703,55.21170391789218,0.014371426441353878,3841.7692316901907,3.5845312740047093,9371.101148532089,-14.355985211331255,2557.5922361589155,0.0,3000.0,3000.0000000000036,3000.000000000071,5;7;8,1.6993689965665926,41000,23,137985,39,0.026126911863684654,0.02864164672791958,0.028009608387947083,0.16884033413124744,0.16696702597463986,1.4358093738555908,13.403674125671387,0.008293356746435165,8.910261975834146
categorical_kappa,A,diamond,regression,mlp,AdamW,0.0001,4,categorical_kappa_3000,ae5eda1e4664e699,standard,23,3.543467130391703,55.21170391789218,0.014371426441353878,3841.7692316901907,3.5845312740047093,9371.101148532089,-14.355985211331255,2557.5922361589155,0.0,3000.0,3000.0000000000036,3000.000000000071,5;7;8,1.6993689965665926,41000,23,137985,22,0.03005201928317547,0.03192887827754021,0.03103005699813366,0.1782662055562323,0.17573914538001567,2.185262680053711,12.046338081359863,0.008352399803698063,6.379465363919735
categorical_kappa,A,adult,binclass,resnet,AdamW,0.0001,0,categorical_kappa_1,cf26f38091e76190,standard,98,88.95184238677105,2.114945282691799,0.11488174339817823,18.409759637451124,1.2650481182807616,104.8286048930585,-4.231079743904931,4.020346722999055,0.0,1.0,1.0000000000000007,1.0000000000000009,9;16;7;15;6;5;42,1.3688505018527373,41000,100,816897,4,0.3093976151395522,0.3255962474104998,0.3244529958826908,0.8456932289267619,0.850316319636386,1.0100855827331543,9.386634826660156,0.017345812171697617,2.8670806610025465
categorical_kappa,A,adult,binclass,resnet,AdamW,0.0001,1,categorical_kappa_1,cf26f38091e76190,standard,98,88.95184238677105,2.114945282691799,0.11488174339817823,18.409759637451124,1.2650481182807616,104.8286048930585,-4.231079743904931,4.020346722999055,0.0,1.0,1.0000000000000007,1.0000000000000009,9;16;7;15;6;5;42,1.3688505018527373,41000,100,816897,8,0.29076274834892085,0.32297376886233203,0.325530978079036,0.8504529402732995,0.8512990602542841,1.0398551225662231,9.657471656799316,0.017308808863162994,3.0660225241445005
categorical_kappa,A,adult,binclass,resnet,AdamW,0.0001,2,categorical_kappa_1,cf26f38091e76190,standard,98,88.95184238677105,2.114945282691799,0.11488174339817823,18.409759637451124,1.2650481182807616,104.8286048930585,-4.231079743904931,4.020346722999055,0.0,1.0,1.0000000000000007,1.0000000000000009,9;16;7;15;6;5;42,1.3688505018527373,41000,100,816897,10,0.28252251724508476,0.3281925477651378,0.3294494292888892,0.84692154153232,0.8475523616485474,1.3788323402404785,9.770692825317383,0.017388975247740746,3.5468399331439286
categorical_kappa,A,adult,binclass,resnet,AdamW,0.0001,0,categorical_kappa_1000,cf26f38091e76190,standard,98,17.64482174787011,35.91539463700714,0.005505233786758384,6523.863659231628,3.8145048762397757,10829.513532342859,3.8363643782750163,668.0459641420719,0.0,1000.0,1000.0000000000063,1000.0000000000158,9;16;7;15;6;5;42,1.3688505018527373,41000,100,816897,9,0.32294049368046657,0.33557012087554633,0.33663373875432184,0.839091048671887,0.8428229224249125,0.5484196543693542,10.5672025680542,0.017346234992146492,3.598629501881078
categorical_kappa,A,adult,binclass,resnet,AdamW,0.0001,1,categorical_kappa_1000,cf26f38091e76190,standard,98,17.64482174787011,35.91539463700714,0.005505233786758384,6523.863659231628,3.8145048762397757,10829.513532342859,3.8363643782750163,668.0459641420719,0.0,1000.0,1000.0000000000063,1000.0000000000158,9;16;7;15;6;5;42,1.3688505018527373,41000,100,816897,15,0.3120795707649485,0.33690120215905467,0.3362238052888721,0.8389375095961922,0.8428843437135312,0.5633277893066406,11.585687637329102,0.017308952286839485,4.4154628571122885
categorical_kappa,A,adult,binclass,resnet,AdamW,0.0001,2,categorical_kappa_1000,cf26f38091e76190,standard,98,17.64482174787011,35.91539463700714,0.005505233786758384,6523.863659231628,3.8145048762397757,10829.513532342859,3.8363643782750163,668.0459641420719,0.0,1000.0,1000.0000000000063,1000.0000000000158,9;16;7;15;6;5;42,1.3688505018527373,41000,100,816897,6,0.3256849363261061,0.3365942337747635,0.33613682441533027,0.8374021188392445,0.8438056630428107,0.7944847345352173,10.06534194946289,0.01738828234374523,2.8430522549897432
categorical_kappa,A,diamond,regression,resnet,AdamW,0.0001,0,categorical_kappa_1,ae5eda1e4664e699,standard,23,17.293994330599265,2.0804162094075918,0.06168996766886096,33.723736419750416,1.5279356862546773,22.958525234842497,-14.356015276968884,1.0040059693246546,0.0,1.0,1.0000000000000004,1.0000000000000004,5;7;8,1.6993689965665926,41000,23,797185,26,0.019212525337934494,0.02278878167271614,0.023832226172089577,0.15060443472234386,0.1540137538831825,1.711076259613037,9.194352149963379,0.00836288370192051,8.736155604943633
categorical_kappa,A,diamond,regression,resnet,AdamW,0.0001,1,categorical_kappa_1,ae5eda1e4664e699,standard,23,17.293994330599265,2.0804162094075918,0.06168996766886096,33.723736419750416,1.5279356862546773,22.958525234842497,-14.356015276968884,1.0040059693246546,0.0,1.0,1.0000000000000004,1.0000000000000004,5;7;8,1.6993689965665926,41000,23,797185,22,0.018006103113293648,0.02230423130095005,0.02283841371536255,0.14899470268242876,0.15076834844274156,1.1290998458862305,9.290261268615723,0.008297253400087357,7.185722773894668
categorical_kappa,A,diamond,regression,resnet,AdamW,0.0001,2,categorical_kappa_1,ae5eda1e4664e699,standard,23,17.293994330599265,2.0804162094075918,0.06168996766886096,33.723736419750416,1.5279356862546773,22.958525234842497,-14.356015276968884,1.0040059693246546,0.0,1.0,1.0000000000000004,1.0000000000000004,5;7;8,1.6993689965665926,41000,23,797185,25,0.018540842458605766,0.021980857476592064,0.023025797680020332,0.14791068086330306,0.15138558929807555,1.7473524808883667,9.168402671813965,0.008323793299496174,8.660601258045062
categorical_kappa,A,diamond,regression,resnet,AdamW,0.0001,0,categorical_kappa_1000,ae5eda1e4664e699,standard,23,3.810278480875492,31.878590622430995,0.02488492701322252,1281.0401495448396,3.1075627413391644,3194.51532219792,-14.356013526745466,852.68552423937,0.0,1000.0,999.9999999999973,1000.0000000000123,5;7;8,1.6993689965665926,41000,23,797185,27,0.02594027854502201,0.026788786053657532,0.027831414714455605,0.1632877977345757,0.1664350719879728,1.2109465599060059,10.55951976776123,0.008362377062439919,8.635503076016903
categorical_kappa,A,diamond,regression,resnet,AdamW,0.0001,1,categorical_kappa_1000,ae5eda1e4664e699,standard,23,3.810278480875492,31.878590622430995,0.02488492701322252,1281.0401495448396,3.1075627413391644,3194.51532219792,-14.356013526745466,852.68552423937,0.0,1000.0,999.9999999999973,1000.0000000000123,5;7;8,1.6993689965665926,41000,23,797185,16,0.02751447819173336,0.028692619875073433,0.028575146570801735,0.1689905115667143,0.16864420555214288,0.6902933716773987,10.234856605529785,0.008297175168991089,5.6000274629332125
categorical_kappa,A,diamond,regression,resnet,AdamW,0.0001,2,categorical_kappa_1000,ae5eda1e4664e699,standard,23,3.810278480875492,31.878590622430995,0.02488492701322252,1281.0401495448396,3.1075627413391644,3194.51532219792,-14.356013526745466,852.68552423937,0.0,1000.0,999.9999999999973,1000.0000000000123,5;7;8,1.6993689965665926,41000,23,797185,27,0.024393891915678978,0.025784553959965706,0.02598625048995018,0.16019798099336224,0.16082332387822795,0.8433459401130676,10.688727378845215,0.008323614485561848,8.42374970484525
