dataset,task,seed,bins,left_column,right_column,left_cardinality,right_cardinality,pair_cardinality,mean_fit_cardinality,baseline_loss,corrected_loss,relative_gain,fold_wins
microsoft,regression,0,16,11,32,122,36,413,381.0,0.8392574526354838,0.8396963132575181,-0.0005229153707914286,1
microsoft,regression,0,16,11,33,122,7,259,239.8,0.8392574526354838,0.8396181117878221,-0.00042973601390816575,1
microsoft,regression,0,16,11,36,122,103,980,876.0,0.8392574526354838,0.8401930474472087,-0.0011147888038251978,0
microsoft,regression,0,16,11,37,122,119,1003,916.4,0.8392574526354838,0.8402374125628925,-0.0011676511472509536,0
microsoft,regression,0,16,11,38,122,52,617,572.6,0.8392574526354838,0.8402630686977067,-0.0011982211883433903,0
microsoft,regression,0,16,11,43,122,64,520,478.0,0.8392574526354838,0.8398636164494884,-0.0007222620568945428,0
microsoft,regression,0,16,11,53,122,75,645,592.6,0.8392574526354838,0.8398793095896773,-0.0007409608961358494,0
microsoft,regression,0,16,11,58,122,100,852,784.8,0.8392574526354838,0.8405575171487834,-0.0015490651995010863,0
microsoft,regression,0,16,11,120,122,20,428,397.4,0.8392574526354838,0.8389282361325064,0.00039227117012011415,4
microsoft,regression,0,16,11,123,122,106,1748,1597.2,0.8392574526354838,0.8404045627457732,-0.0013668155185125026,1
microsoft,regression,0,16,13,21,61,45,310,289.0,0.8392574526354838,0.8402416014349467,-0.0011726423118108495,0
microsoft,regression,0,16,13,22,61,44,438,409.2,0.8392574526354838,0.8398403973134667,-0.0006945957717173983,2
microsoft,regression,0,16,13,23,61,12,267,250.6,0.8392574526354838,0.8402559007429227,-0.0011896803588737795,0
microsoft,regression,0,16,13,26,61,20,182,171.4,0.8392574526354838,0.8396832749169737,-0.0005073798036022389,1
microsoft,regression,0,16,13,27,61,21,217,203.2,0.8392574526354838,0.8394116816690204,-0.00018376844084285387,2
microsoft,regression,0,16,13,28,61,5,151,143.2,0.8392574526354838,0.8396571796192437,-0.0004762864869470634,0
microsoft,regression,0,16,13,31,61,34,242,225.8,0.8392574526354838,0.8401058086008761,-0.0010108411462159664,0
microsoft,regression,0,16,13,32,61,36,305,285.2,0.8392574526354838,0.8394737970624346,-0.00025778076354456665,2
microsoft,regression,0,16,13,33,61,7,190,178.6,0.8392574526354838,0.8400364961333447,-0.0009282532975007341,0
microsoft,regression,0,16,13,36,61,103,568,523.8,0.8392574526354838,0.8402895137516876,-0.001229731249883883,0
microsoft,regression,0,16,13,37,61,119,957,884.6,0.8392574526354838,0.8398554572480904,-0.0007125401278579409,1
microsoft,regression,0,16,13,38,61,52,577,538.8,0.8392574526354838,0.8400959322475549,-0.000999073180033162,0
microsoft,regression,0,16,13,43,61,64,523,479.4,0.8392574526354838,0.8398570138001409,-0.0007143948055204229,0
microsoft,regression,0,16,13,53,61,75,151,143.2,0.8392574526354838,0.8396571796192437,-0.0004762864869470634,0
microsoft,regression,0,16,13,58,61,100,190,178.6,0.8392574526354838,0.8400364961333447,-0.0009282532975007341,0
microsoft,regression,0,16,13,120,61,20,320,301.2,0.8392574526354838,0.8381176075841266,0.0013581589865872725,5
microsoft,regression,0,16,13,123,61,106,1164,1098.8,0.8392574526354838,0.8412727633767692,-0.0024013021689074858,0
microsoft,regression,0,16,21,22,45,44,274,250.8,0.8392574526354838,0.8397217714089379,-0.0005532495088319056,0
microsoft,regression,0,16,21,23,45,12,160,147.8,0.8392574526354838,0.8396669136116661,-0.00048788482592143477,0
microsoft,regression,0,16,21,26,45,20,129,118.4,0.8392574526354838,0.8396903220576605,-0.000515776679512781,0
microsoft,regression,0,16,21,27,45,21,143,131.8,0.8392574526354838,0.839379951569974,-0.00014596109227931877,2
microsoft,regression,0,16,21,28,45,5,81,75.8,0.8392574526354838,0.8395834786059042,-0.00038846955650690144,1
microsoft,regression,0,16,21,31,45,34,139,126.8,0.8392574526354838,0.8394415032828959,-0.00021930177305444094,1
microsoft,regression,0,16,21,32,45,36,191,176.8,0.8392574526354838,0.8395683056422052,-0.0003703905228904942,1
microsoft,regression,0,16,21,33,45,7,105,97.4,0.8392574526354838,0.8395812798530303,-0.0003858496776282826,0
microsoft,regression,0,16,21,36,45,103,150,139.4,0.8392574526354838,0.839596958205878,-0.00040453089731650214,1
microsoft,regression,0,16,21,37,45,119,531,483.8,0.8392574526354838,0.8399163900905023,-0.0007851434061732979,0
microsoft,regression,0,16,21,38,45,52,309,285.6,0.8392574526354838,0.8397471392741614,-0.000583476068207573,0
microsoft,regression,0,16,21,43,45,64,278,254.2,0.8392574526354838,0.8395789903548965,-0.0003831216730968167,0
microsoft,regression,0,16,21,53,45,75,305,282.0,0.8392574526354838,0.8395706940598394,-0.00037323639292325306,1
microsoft,regression,0,16,21,58,45,100,419,385.6,0.8392574526354838,0.8402114824978201,-0.0011367547101790783,0
microsoft,regression,0,16,21,120,45,20,167,154.8,0.8392574526354838,0.8392639130219832,-7.697740996093882e-06,2
microsoft,regression,0,16,21,123,45,106,795,736.8,0.8392574526354838,0.8402254032037072,-0.001153341641690276,0
microsoft,regression,0,16,22,23,44,12,168,157.8,0.8392574526354838,0.8393433598107226,-0.00010236093223724026,2
microsoft,regression,0,16,22,26,44,20,142,131.0,0.8392574526354838,0.8394518803320118,-0.00023166633303933865,1
microsoft,regression,0,16,22,27,44,21,137,125.6,0.8392574526354838,0.8396027543335257,-0.0004114371543053757,0
microsoft,regression,0,16,22,28,44,5,86,79.8,0.8392574526354838,0.839517309986625,-0.0003096276956792971,1
microsoft,regression,0,16,22,31,44,34,202,186.2,0.8392574526354838,0.8395891616755444,-0.00039524110154635304,0
microsoft,regression,0,16,22,32,44,36,168,152.4,0.8392574526354838,0.8396338768393463,-0.0004485205376257973,0
microsoft,regression,0,16,22,33,44,7,117,110.4,0.8392574526354838,0.8394062442890493,-0.0001772896422882782,0
microsoft,regression,0,16,22,36,44,103,490,445.2,0.8392574526354838,0.8398642219012336,-0.0007229834705004422,1
microsoft,regression,0,16,22,37,44,119,180,169.6,0.8392574526354838,0.8394964388909724,-0.00028475916983291974,2
microsoft,regression,0,16,22,38,44,52,358,332.4,0.8392574526354838,0.8397629642825063,-0.0006023320322447764,0
microsoft,regression,0,16,22,43,44,64,344,316.4,0.8392574526354838,0.8397713694346469,-0.0006123470188430226,0
microsoft,regression,0,16,22,53,44,75,387,360.2,0.8392574526354838,0.8400728220657837,-0.0009715367170579752,0
microsoft,regression,0,16,22,58,44,100,544,506.0,0.8392574526354838,0.840107694795813,-0.0010130886030970262,0
microsoft,regression,0,16,22,120,44,20,207,192.4,0.8392574526354838,0.8393615790710054,-0.00012406971805209143,1
microsoft,regression,0,16,22,123,44,106,732,690.4,0.8392574526354838,0.8409755244826067,-0.002047133262537888,0
microsoft,regression,0,16,23,26,12,20,73,68.8,0.8392574526354838,0.8395392408522679,-0.0003357589687160524,0
microsoft,regression,0,16,23,27,12,21,75,70.4,0.8392574526354838,0.8392476797358683,1.1644698042021879e-05,3
microsoft,regression,0,16,23,28,12,5,33,32.0,0.8392574526354838,0.8394720186622285,-0.00025566174726355097,0
microsoft,regression,0,16,23,31,12,34,109,102.6,0.8392574526354838,0.8395236806551176,-0.0003172185350249858,0
microsoft,regression,0,16,23,32,12,36,124,114.6,0.8392574526354838,0.8393862210946159,-0.00015343141574466397,1
microsoft,regression,0,16,23,33,12,7,35,33.4,0.8392574526354838,0.8394134540357339,-0.00018588026803954805,0
microsoft,regression,0,16,23,36,12,103,312,287.8,0.8392574526354838,0.8397051241478638,-0.0005334138064240081,0
microsoft,regression,0,16,23,37,12,119,386,361.2,0.8392574526354838,0.8398255867756786,-0.0006769485792598763,1
microsoft,regression,0,16,23,38,12,52,73,70.0,0.8392574526354838,0.8396242551764777,-0.0004370560426267364,0
microsoft,regression,0,16,23,43,12,64,123,114.6,0.8392574526354838,0.8397545219653657,-0.0005922727624532746,0
microsoft,regression,0,16,23,53,12,75,244,228.8,0.8392574526354838,0.8396590034675347,-0.00047845965596133075,1
microsoft,regression,0,16,23,58,12,100,304,284.2,0.8392574526354838,0.8399249484153353,-0.0007953409025506668,0
microsoft,regression,0,16,23,120,12,20,110,104.6,0.8392574526354838,0.8397079617612051,-0.0005367949063861105,0
microsoft,regression,0,16,23,123,12,106,468,443.4,0.8392574526354838,0.8403018252045248,-0.0012444007089378816,0
microsoft,regression,0,16,26,27,20,21,87,79.8,0.8392574526354838,0.8392053657227223,6.206309231799845e-05,2
microsoft,regression,0,16,26,28,20,5,46,43.4,0.8392574526354838,0.8394480797335513,-0.00022713780791445978,0
microsoft,regression,0,16,26,31,20,34,96,88.4,0.8392574526354838,0.8395423315556867,-0.0003394416329677018,0
microsoft,regression,0,16,26,32,20,36,107,98.8,0.8392574526354838,0.8394234418494727,-0.0001977810425962456,0
microsoft,regression,0,16,26,33,20,7,50,47.2,0.8392574526354838,0.8394279973897986,-0.00020320910321286717,0
microsoft,regression,0,16,26,36,20,103,174,160.2,0.8392574526354838,0.8395903111518758,-0.000396610736487016,0
microsoft,regression,0,16,26,37,20,119,247,228.6,0.8392574526354838,0.8393645166645617,-0.00012756994738823978,1
microsoft,regression,0,16,26,38,20,52,129,121.8,0.8392574526354838,0.839840400572878,-0.0006945996554020605,0
microsoft,regression,0,16,26,43,20,64,114,105.4,0.8392574526354838,0.8396494882855482,-0.00046712203607285395,0
microsoft,regression,0,16,26,53,20,75,221,205.2,0.8392574526354838,0.8394286083851925,-0.00020393712223971912,1
microsoft,regression,0,16,26,58,20,100,256,239.0,0.8392574526354838,0.8398314845078958,-0.0006839759010889912,0
microsoft,regression,0,16,26,120,20,20,89,84.2,0.8392574526354838,0.8391733377580182,0.00010022535659526392,3
microsoft,regression,0,16,26,123,20,106,460,428.8,0.8392574526354838,0.8403711951668653,-0.0013270570644134116,0
microsoft,regression,0,16,27,28,21,5,48,44.6,0.8392574526354838,0.8391247784630406,0.00015808518831330565,4
microsoft,regression,0,16,27,31,21,34,112,102.6,0.8392574526354838,0.8393073965932726,-5.950969828382532e-05,1
microsoft,regression,0,16,27,32,21,36,103,94.2,0.8392574526354838,0.8396273104836617,-0.0004406965312210713,0
microsoft,regression,0,16,27,33,21,7,56,51.8,0.8392574526354838,0.8392673147102778,-1.1750952896589723e-05,3
microsoft,regression,0,16,27,36,21,103,238,218.2,0.8392574526354838,0.8394050267289819,-0.0001758388835686371,2
microsoft,regression,0,16,27,37,21,119,216,199.0,0.8392574526354838,0.8396461452133746,-0.00046313866700875236,0
microsoft,regression,0,16,27,38,21,52,146,137.2,0.8392574526354838,0.8395243799706451,-0.000318051790095036,1
microsoft,regression,0,16,27,43,21,64,134,123.8,0.8392574526354838,0.8395625024087071,-0.00036347579907141227,0
microsoft,regression,0,16,27,53,21,75,237,221.2,0.8392574526354838,0.839442765942066,-0.00022080626868464855,2
microsoft,regression,0,16,27,58,21,100,294,273.4,0.8392574526354838,0.8398517213221357,-0.000708088661930561,0
microsoft,regression,0,16,27,120,21,20,94,87.4,0.8392574526354838,0.8391303903555726,0.00015139845289691294,5
microsoft,regression,0,16,27,123,21,106,369,349.4,0.8392574526354838,0.8395759824394751,-0.00037953765318497794,1
microsoft,regression,0,16,28,31,5,34,63,58.6,0.8392574526354838,0.8394964650357712,-0.00028479032213165635,0
microsoft,regression,0,16,28,32,5,36,70,64.6,0.8392574526354838,0.8394344715050647,-0.00021092320243924656,1
microsoft,regression,0,16,28,33,5,7,19,18.4,0.8392574526354838,0.8393840567229055,-0.00015085250303603718,0
microsoft,regression,0,16,28,36,5,103,161,149.6,0.8392574526354838,0.8395770625241228,-0.0003808246058886187,0
microsoft,regression,0,16,28,37,5,119,187,175.8,0.8392574526354838,0.8393638645342596,-0.00012679291490548438,2
microsoft,regression,0,16,28,38,5,52,65,62.0,0.8392574526354838,0.8396586014266401,-0.0004779806123812893,0
microsoft,regression,0,16,28,43,5,64,91,85.0,0.8392574526354838,0.8396432508640005,-0.0004596899643907753,0
microsoft,regression,0,16,28,53,5,75,92,86.6,0.8392574526354838,0.8394204915617809,-0.00019426568782334282,0
microsoft,regression,0,16,28,58,5,100,203,191.2,0.8392574526354838,0.8398230296699777,-0.0006739017124218968,0
microsoft,regression,0,16,28,120,5,20,54,51.2,0.8392574526354838,0.8394593729057627,-0.0002405939555791795,1
microsoft,regression,0,16,28,123,5,106,262,252.0,0.8392574526354838,0.8393369512187095,-9.472490589879266e-05,3
microsoft,regression,0,16,31,32,34,36,152,139.8,0.8392574526354838,0.8393564556039755,-0.00011796495602255448,2
microsoft,regression,0,16,31,33,34,7,78,72.6,0.8392574526354838,0.8394608708707149,-0.00024237882498663807,1
microsoft,regression,0,16,31,36,34,103,240,218.4,0.8392574526354838,0.8395436732552894,-0.0003410403076038809,0
microsoft,regression,0,16,31,37,34,119,405,372.6,0.8392574526354838,0.8398157749135153,-0.0006652574561932897,0
microsoft,regression,0,16,31,38,34,52,232,215.2,0.8392574526354838,0.8398357777924493,-0.0006890914762203813,0
microsoft,regression,0,16,31,43,34,64,214,197.0,0.8392574526354838,0.8395608818436036,-0.00036154484796878454,0
microsoft,regression,0,16,31,53,34,75,252,233.4,0.8392574526354838,0.8394722089347386,-0.0002558884625694247,2
microsoft,regression,0,16,31,58,34,100,332,307.2,0.8392574526354838,0.8401477294597726,-0.0010607910856115412,0
microsoft,regression,0,16,31,120,34,20,124,115.8,0.8392574526354838,0.8390958005668595,0.00019261320601521745,4
microsoft,regression,0,16,31,123,34,106,634,590.0,0.8392574526354838,0.8404215742188056,-0.0013870851902073162,0
microsoft,regression,0,16,32,33,36,7,85,79.4,0.8392574526354838,0.8393929664327757,-0.0001614686850457897,0
microsoft,regression,0,16,32,36,36,103,344,314.4,0.8392574526354838,0.8397002788333428,-0.000527640471309931,0
microsoft,regression,0,16,32,37,36,119,301,275.0,0.8392574526354838,0.8397640174839921,-0.0006035869528683513,0
microsoft,regression,0,16,32,38,36,52,245,227.6,0.8392574526354838,0.8395595340682184,-0.0003599389338586947,1
microsoft,regression,0,16,32,43,36,64,239,219.2,0.8392574526354838,0.8397130984543021,-0.0005429154276645988,0
microsoft,regression,0,16,32,53,36,75,285,265.2,0.8392574526354838,0.839601325451406,-0.0004097345991296677,1
microsoft,regression,0,16,32,58,36,100,375,348.8,0.8392574526354838,0.8399150926595796,-0.0007835974789746494,0
microsoft,regression,0,16,32,120,36,20,140,131.0,0.8392574526354838,0.8391697419825715,0.00010450982905997311,3
microsoft,regression,0,16,32,123,36,106,503,474.2,0.8392574526354838,0.8404051451471819,-0.0013675094669627981,0
microsoft,regression,0,16,33,36,7,103,220,203.6,0.8392574526354838,0.8396427886359813,-0.00045913920607728995,1
microsoft,regression,0,16,33,37,7,119,285,264.2,0.8392574526354838,0.8397545084810216,-0.0005922566954597156,0
microsoft,regression,0,16,33,38,7,52,91,85.0,0.8392574526354838,0.8396647984803913,-0.000485364584643682,0
microsoft,regression,0,16,33,43,7,64,91,85.0,0.8392574526354838,0.8396432508640005,-0.0004596899643907753,0
microsoft,regression,0,16,33,53,7,75,144,136.0,0.8392574526354838,0.8395698995974186,-0.0003722897675243898,0
microsoft,regression,0,16,33,58,7,100,139,130.2,0.8392574526354838,0.8397868843100128,-0.0006308334502916376,0
microsoft,regression,0,16,33,120,7,20,71,67.4,0.8392574526354838,0.8396230954736695,-0.00043567422253747054,0
microsoft,regression,0,16,33,123,7,106,300,287.6,0.8392574526354838,0.8402101329316272,-0.0011351466622687835,0
microsoft,regression,0,16,36,37,103,119,620,565.2,0.8392574526354838,0.8399497631679042,-0.0008249084118899708,0
microsoft,regression,0,16,36,38,103,52,387,357.4,0.8392574526354838,0.8398077050735296,-0.0006556420039141944,0
microsoft,regression,0,16,36,43,103,64,331,303.8,0.8392574526354838,0.839637065420367,-0.0004523198259260088,0
microsoft,regression,0,16,36,53,103,75,432,396.6,0.8392574526354838,0.8393874777362206,-0.00015492874126821711,2
microsoft,regression,0,16,36,58,103,100,716,657.4,0.8392574526354838,0.8402961414458421,-0.0012376283428839874,0
microsoft,regression,0,16,36,120,103,20,332,307.6,0.8392574526354838,0.8394181358774513,-0.00019145882048817055,2
microsoft,regression,0,16,36,123,103,106,1345,1216.4,0.8392574526354838,0.8406478589589577,-0.0016567101300174777,0
microsoft,regression,0,16,37,38,119,52,467,435.4,0.8392574526354838,0.8397862697503253,-0.0006301011843039564,0
microsoft,regression,0,16,37,43,119,64,423,390.6,0.8392574526354838,0.8398237492713655,-0.000674759138692645,0
microsoft,regression,0,16,37,53,119,75,555,513.2,0.8392574526354838,0.8397535071235526,-0.000591063548510695,0
microsoft,regression,0,16,37,58,119,100,1053,968.8,0.8392574526354838,0.8402180790999909,-0.0011446147561639229,0
microsoft,regression,0,16,37,120,119,20,482,448.0,0.8392574526354838,0.8394627759775669,-0.0002446488159722039,2
microsoft,regression,0,16,37,123,119,106,1467,1358.2,0.8392574526354838,0.8402657646676621,-0.0012014335160348809,0
microsoft,regression,0,16,38,43,52,64,114,106.0,0.8392574526354838,0.8397424437599427,-0.0005778812245704596,0
microsoft,regression,0,16,38,53,52,75,252,234.0,0.8392574526354838,0.8397695994753511,-0.0006102380601555112,0
microsoft,regression,0,16,38,58,52,100,628,580.2,0.8392574526354838,0.8398631044649367,-0.0007216520122055913,0
microsoft,regression,0,16,38,120,52,20,276,257.0,0.8392574526354838,0.8398226970412301,-0.0006735053754617647,0
microsoft,regression,0,16,38,123,52,106,940,878.0,0.8392574526354838,0.8402499764305243,-0.0011826213659750973,0
microsoft,regression,0,16,43,53,64,75,255,234.4,0.8392574526354838,0.8396790436322495,-0.0005023381030955981,0
microsoft,regression,0,16,43,58,64,100,595,543.8,0.8392574526354838,0.8396138317386083,-0.00042463620907428267,1
microsoft,regression,0,16,43,120,64,20,266,244.8,0.8392574526354838,0.8396732530031591,-0.000495438397799842,0
microsoft,regression,0,16,43,123,64,106,733,682.4,0.8392574526354838,0.8406213975271172,-0.001625180553774348,0
microsoft,regression,0,16,53,58,75,100,216,201.8,0.8392574526354838,0.8398204842529281,-0.0006708687729566723,0
microsoft,regression,0,16,53,120,75,20,315,293.6,0.8392574526354838,0.8396619224404085,-0.0004819376982051954,1
microsoft,regression,0,16,53,123,75,106,1051,977.2,0.8392574526354838,0.839590152226691,-0.0003964213724434905,1
microsoft,regression,0,16,58,120,100,20,444,412.4,0.8392574526354838,0.8398058393765877,-0.0006534189709985145,0
microsoft,regression,0,16,58,123,100,106,1370,1273.0,0.8392574526354838,0.8406569531914033,-0.0016675461761164463,0
microsoft,regression,0,16,120,123,20,106,577,550.0,0.8392574526354838,0.8399069251032535,-0.0007738655947947628,1
